"age_group","report_date","cases","deaths","confirmed_case_hospitalization","cases_cum","death_cum","moving_avg_cases","moving_avg_deaths"
"18-29 years","2021-01-21","1180","0","21","158275","70","1158.85714285714","0.28571428571428"
"18-29 years","2021-01-22","1254","1","17","159529","71","1117.85714285714","0.42857142857142"
"18-29 years","2021-01-23","1280","0","30","160809","71","1105.85714285714","0.28571428571428"
"18-29 years","2021-01-24","817","0","12","161626","71","1074.57142857142","0.28571428571428"
"18-29 years","2021-01-25","735","0","10","162361","71","1054.42857142857","0.14285714285714"
"18-29 years","2021-01-26","1053","0","23","163414","71","1072.28571428571","0.14285714285714"
"18-29 years","2021-01-27","750","1","16","164164","72","1009.85714285714","0.28571428571428"
"18-29 years","2021-01-28","999","0","12","165163","72","984","0.28571428571428"
"18-29 years","2021-01-29","913","0","19","166076","72","935.285714285714","0.14285714285714"
"18-29 years","2021-01-30","1054","2","13","167130","74","903","0.42857142857142"
"18-29 years","2021-01-31","553","0","12","167683","74","865.285714285714","0.42857142857142"
"18-29 years","2021-02-01","481","0","9","168164","74","829","0.42857142857142"
"18-29 years","2021-02-02","567","1","17","168731","75","759.571428571428","0.57142857142857"
"18-29 years","2021-02-03","707","1","18","169438","76","753.428571428571","0.57142857142857"
"18-29 years","2021-02-04","734","2","17","170172","78","715.571428571428","0.85714285714285"
"18-29 years","2021-02-05","666","0","13","170838","78","680.285714285714","0.85714285714285"
"18-29 years","2021-02-06","604","1","8","171442","79","616","0.71428571428571"
"18-29 years","2021-02-07","599","0","14","172041","79","622.571428571428","0.71428571428571"
"18-29 years","2021-02-08","471","0","8","172512","79","621.142857142857","0.71428571428571"
"18-29 years","2021-02-09","528","1","10","173040","80","615.571428571428","0.71428571428571"
"18-29 years","2021-02-10","449","4","13","173489","84","578.714285714285","1.14285714285714"
"18-29 years","2021-02-11","641","1","12","174130","85","565.428571428571","1"
"18-29 years","2021-02-12","411","1","6","174541","86","529","1.14285714285714"
"18-29 years","2021-02-13","483","1","8","175024","87","511.714285714285","1.14285714285714"
"18-29 years","2021-02-14","346","0","5","175370","87","475.571428571428","1.14285714285714"
"18-29 years","2021-02-15","312","0","11","175682","87","452.857142857142","1.14285714285714"
"18-29 years","2021-02-16","382","0","13","176064","87","432","1"
"18-29 years","2021-02-17","414","1","13","176478","88","427","0.57142857142857"
"18-29 years","2021-02-18","416","1","14","176894","89","394.857142857142","0.57142857142857"
"18-29 years","2021-02-19","457","0","8","177351","89","401.428571428571","0.42857142857142"
"18-29 years","2021-02-20","523","0","12","177874","89","407.142857142857","0.28571428571428"
"18-29 years","2021-02-21","310","0","7","178184","89","402","0.28571428571428"
"18-29 years","2021-02-22","245","0","8","178429","89","392.428571428571","0.28571428571428"
"18-29 years","2021-02-23","478","0","9","178907","89","406.142857142857","0.28571428571428"
"18-29 years","2021-02-24","390","0","11","179297","89","402.714285714285","0.14285714285714"
"18-29 years","2021-02-25","478","0","6","179775","89","411.571428571428","0"
"18-29 years","2021-02-26","484","0","3","180259","89","415.428571428571","0"
"18-29 years","2021-02-27","454","0","12","180713","89","405.571428571428","0"
"18-29 years","2021-02-28","339","0","7","181052","89","409.714285714285","0"
"18-29 years","2021-03-01","268","0","7","181320","89","413","0"
"18-29 years","2021-03-02","340","0","7","181660","89","393.285714285714","0"
"18-29 years","2021-03-03","321","0","14","181981","89","383.428571428571","0"
"18-29 years","2021-03-04","443","0","8","182424","89","378.428571428571","0"
"18-29 years","2021-03-05","285","0","7","182709","89","350","0"
"18-29 years","2021-03-06","292","1","13","183001","90","326.857142857142","0.14285714285714"
"18-29 years","2021-03-07","183","0","1","183184","90","304.571428571428","0.14285714285714"
"18-29 years","2021-03-08","133","0","3","183317","90","285.285714285714","0.14285714285714"
"18-29 years","2021-03-09","213","2","7","183530","92","267.142857142857","0.42857142857142"
"18-29 years","2021-03-10","218","0","10","183748","92","252.428571428571","0.42857142857142"
"18-29 years","2021-03-11","339","1","4","184087","93","237.571428571428","0.57142857142857"
"18-29 years","2021-03-12","263","2","7","184350","95","234.428571428571","0.85714285714285"
"18-29 years","2021-03-13","245","0","7","184595","95","227.714285714285","0.71428571428571"
"18-29 years","2021-03-14","173","0","4","184768","95","226.285714285714","0.71428571428571"
"18-29 years","2021-03-15","164","0","4","184932","95","230.714285714285","0.71428571428571"
"18-29 years","2021-03-16","211","1","8","185143","96","230.428571428571","0.57142857142857"
"18-29 years","2021-03-17","254","0","6","185397","96","235.571428571428","0.57142857142857"
"18-29 years","2021-03-18","267","1","7","185664","97","225.285714285714","0.57142857142857"
"18-29 years","2021-03-19","259","0","7","185923","97","224.714285714285","0.28571428571428"
"18-29 years","2021-03-20","229","0","7","186152","97","222.428571428571","0.28571428571428"
"18-29 years","2021-03-21","162","0","3","186314","97","220.857142857142","0.28571428571428"
"18-29 years","2021-03-22","116","0","4","186430","97","214","0.28571428571428"
"18-29 years","2021-03-23","271","0","7","186701","97","222.571428571428","0.14285714285714"
"18-29 years","2021-03-24","190","0","6","186891","97","213.428571428571","0.14285714285714"
"18-29 years","2021-03-25","259","0","11","187150","97","212.285714285714","0"
"18-29 years","2021-03-26","234","0","7","187384","97","208.714285714285","0"
"18-29 years","2021-03-27","239","0","6","187623","97","210.142857142857","0"
"18-29 years","2021-03-28","148","0","7","187771","97","208.142857142857","0"
"18-29 years","2021-03-29","162","0","5","187933","97","214.714285714285","0"
"18-29 years","2021-03-30","209","0","11","188142","97","205.857142857142","0"
"18-29 years","2021-03-31","247","1","6","188389","98","214","0.14285714285714"
"18-29 years","2021-04-01","223","0","10","188612","98","208.857142857142","0.14285714285714"
"18-29 years","2021-04-02","298","2","11","188910","100","218","0.42857142857142"
"18-29 years","2021-04-03","164","0","2","189074","100","207.285714285714","0.42857142857142"
"18-29 years","2021-04-04","157","0","5","189231","100","208.571428571428","0.42857142857142"
"18-29 years","2021-04-05","114","0","4","189345","100","201.714285714285","0.42857142857142"
"18-29 years","2021-04-06","254","0","4","189599","100","208.142857142857","0.42857142857142"
"18-29 years","2021-04-07","219","0","10","189818","100","204.142857142857","0.28571428571428"
"18-29 years","2021-04-08","303","0","17","190121","100","215.571428571428","0.28571428571428"
"18-29 years","2021-04-09","276","0","12","190397","100","212.428571428571","0"
"18-29 years","2021-04-10","291","0","8","190688","100","230.571428571428","0"
"18-29 years","2021-04-11","162","0","4","190850","100","231.285714285714","0"
"18-29 years","2021-04-12","128","0","3","190978","100","233.285714285714","0"
"18-29 years","2021-04-13","276","0","3","191254","100","236.428571428571","0"
"18-29 years","2021-04-14","259","0","7","191513","100","242.142857142857","0"
"18-29 years","2021-04-15","218","1","10","191731","101","230","0.14285714285714"
"18-29 years","2021-04-16","278","1","10","192009","102","230.285714285714","0.28571428571428"
"18-29 years","2021-04-17","307","1","15","192316","103","232.571428571428","0.42857142857142"
"18-29 years","2021-04-18","153","0","5","192469","103","231.285714285714","0.42857142857142"
"18-29 years","2021-04-19","161","1","8","192630","104","236","0.57142857142857"
"18-29 years","2021-04-20","213","0","15","192843","104","227","0.57142857142857"
"18-29 years","2021-04-21","206","0","11","193049","104","219.428571428571","0.57142857142857"
"18-29 years","2021-04-22","247","0","3","193296","104","223.571428571428","0.42857142857142"
"18-29 years","2021-04-23","325","0","10","193621","104","230.285714285714","0.28571428571428"
"18-29 years","2021-04-24","294","0","6","193915","104","228.428571428571","0.14285714285714"
"18-29 years","2021-04-25","175","0","8","194090","104","231.571428571428","0.14285714285714"
"18-29 years","2021-04-26","152","0","8","194242","104","230.285714285714","0"
"18-29 years","2021-04-27","182","0","7","194424","104","225.857142857142","0"
"18-29 years","2021-04-28","176","1","12","194600","105","221.571428571428","0.14285714285714"
"18-29 years","2021-04-29","263","0","7","194863","105","223.857142857142","0.14285714285714"
"18-29 years","2021-04-30","228","0","7","195091","105","210","0.14285714285714"
"18-29 years","2021-05-01","221","0","5","195312","105","199.571428571428","0.14285714285714"
"18-29 years","2021-05-02","131","0","5","195443","105","193.285714285714","0.14285714285714"
"18-29 years","2021-05-03","136","0","4","195579","105","191","0.14285714285714"
"18-29 years","2021-05-04","160","0","10","195739","105","187.857142857142","0.14285714285714"
"18-29 years","2021-05-05","151","0","7","195890","105","184.285714285714","0"
"18-29 years","2021-05-06","199","1","9","196089","106","175.142857142857","0.14285714285714"
"18-29 years","2021-05-07","211","1","6","196300","107","172.714285714285","0.28571428571428"
"18-29 years","2021-05-08","184","0","7","196484","107","167.428571428571","0.28571428571428"
"18-29 years","2021-05-09","101","0","4","196585","107","163.142857142857","0.28571428571428"
"18-29 years","2021-05-10","73","0","5","196658","107","154.142857142857","0.28571428571428"
"18-29 years","2021-05-11","160","0","7","196818","107","154.142857142857","0.28571428571428"
"18-29 years","2021-05-12","127","0","9","196945","107","150.714285714285","0.28571428571428"
"18-29 years","2021-05-13","175","0","13","197120","107","147.285714285714","0.14285714285714"
"18-29 years","2021-05-14","130","0","2","197250","107","135.714285714285","0"
"18-29 years","2021-05-15","135","0","7","197385","107","128.714285714285","0"
"18-29 years","2021-05-16","86","0","2","197471","107","126.571428571428","0"
"18-29 years","2021-05-17","63","0","2","197534","107","125.142857142857","0"
"18-29 years","2021-05-18","118","1","7","197652","108","119.142857142857","0.14285714285714"
"18-29 years","2021-05-19","95","0","7","197747","108","114.571428571428","0.14285714285714"
"18-29 years","2021-05-20","174","0","6","197921","108","114.428571428571","0.14285714285714"
"18-29 years","2021-05-21","153","1","5","198074","109","117.714285714285","0.28571428571428"
"18-29 years","2021-05-22","116","0","2","198190","109","115","0.28571428571428"
"18-29 years","2021-05-23","78","0","2","198268","109","113.857142857142","0.28571428571428"
"18-29 years","2021-05-24","66","0","1","198334","109","114.285714285714","0.28571428571428"
"18-29 years","2021-05-25","117","0","15","198451","109","114.142857142857","0.14285714285714"
"18-29 years","2021-05-26","87","0","2","198538","109","113","0.14285714285714"
"18-29 years","2021-05-27","146","0","5","198684","109","109","0.14285714285714"
"18-29 years","2021-05-28","122","0","2","198806","109","104.571428571428","0"
"18-29 years","2021-05-29","118","0","6","198924","109","104.857142857142","0"
"18-29 years","2021-05-30","54","0","5","198978","109","101.428571428571","0"
"18-29 years","2021-05-31","32","0","6","199010","109","96.5714285714285","0"
"18-29 years","2021-06-01","48","0","2","199058","109","86.7142857142857","0"
"18-29 years","2021-06-02","94","0","8","199152","109","87.7142857142857","0"
"18-29 years","2021-06-03","64","0","4","199216","109","76","0"
"18-29 years","2021-06-04","84","1","6","199300","110","70.5714285714285","0.14285714285714"
"18-29 years","2021-06-05","51","0","3","199351","110","61","0.14285714285714"
"18-29 years","2021-06-06","38","0","3","199389","110","58.7142857142857","0.14285714285714"
"18-29 years","2021-06-07","39","0","2","199428","110","59.7142857142857","0.14285714285714"
"18-29 years","2021-06-08","66","0","5","199494","110","62.2857142857142","0.14285714285714"
"18-29 years","2021-06-09","97","0","4","199591","110","62.7142857142857","0.14285714285714"
"18-29 years","2021-06-10","96","0","3","199687","110","67.2857142857143","0.14285714285714"
"18-29 years","2021-06-11","81","0","4","199768","110","66.8571428571428","0"
"18-29 years","2021-06-12","105","0","2","199873","110","74.5714285714285","0"
"18-29 years","2021-06-13","37","0","2","199910","110","74.4285714285714","0"
"18-29 years","2021-06-14","34","0","1","199944","110","73.7142857142857","0"
"18-29 years","2021-06-15","65","0","3","200009","110","73.5714285714285","0"
"18-29 years","2021-06-16","76","0","5","200085","110","70.5714285714285","0"
"18-29 years","2021-06-17","84","0","3","200169","110","68.8571428571428","0"
"18-29 years","2021-06-18","77","0","4","200246","110","68.2857142857143","0"
"18-29 years","2021-06-19","62","0","1","200308","110","62.1428571428571","0"
"18-29 years","2021-06-20","35","0","6","200343","110","61.8571428571428","0"
"18-29 years","2021-06-21","27","0","4","200370","110","60.8571428571428","0"
"18-29 years","2021-06-22","98","0","2","200468","110","65.5714285714285","0"
"18-29 years","2021-06-23","73","0","3","200541","110","65.1428571428571","0"
